Due Date:,Title:,HTML:,Owner:,Location:,Scope:,Relevant,Checked,Completed
4/9/2018,['FY18 National Climate Change & Wildlife Science Center Program'],http://www.virginiabids.com/bid_opportunities/2018/01/16/8353042-FY18_National_Climate_Change___Wildlife_Science_Center_Program.html,['U S Geological Survey'],"['United States, VA']", This program was created to ensure that the National Climate Change andWildlife Science Center is responsive to the research and managementneeds of Federal and State agencies to provide science and technicalsupport regarding the impacts of climate ch... ,R,,
4/17/2018,['RFP - Professional Services - Forester'],http://www.newjerseybids.com/bid_opportunities/2017/11/17/8211171-RFP___Professional_Services___Forester.html,"['Estell Manor, City of']","['United States, NJ']"," Provide municipal forestry consulting services. Knowledgeable of forestry issues pertinent to rural, pinelands areas such as farmland assessment regulations, timber harvesting, and forestry and wildlife management. ",R,,
4/26/2018,['Biological Technologies'],http://www.virginiabids.com/bid_opportunities/2017/04/28/7740730-Biological_Technologies.html,"['Other Defense Agencies, Defense Advanced Research Projects Agency']","['United States, VA']"," Investigate leading edge approaches that enable revolutionary advances in science, technologies, or systems at the intersection of biology with engineering and the physical and computer sciences.  ",R,,
4/30/2018,['Army Geosaptial Center Broad Agency Announcement'],http://www.virginiabids.com/bid_opportunities/2017/04/17/7714664-Army_Geosaptial_Center_Broad_Agency_Announcement.html,['USACE Geospatial Center. Contracting Division'],"['United States, VA']"," Army Geosaptial Center Broad Agency Announcement ubmission of papers on various topics including:Army Geospatial Enterprise Operations, Geospatial Standards, Geospatial Applications and Services, Data Model Development, Data Model Development, Army G... ",R,,
8/31/2018,['R3 Sport FIsh Restoration Grant Program (TO STATE F&G AGENCIES ONLY)'],http://www.dcbids.net/bid_opportunities/2017/11/23/8227542-R3_Sport_FIsh_Restoration_Grant_Program__TO_STATE_F_G_AGENCIES_ONLY_.html,[' U.S. Fish and Wildlife Service'],"['United States, DC']"," The Sport Fish Restoration Act of 1950 (Dingell-Johnson Sport Fish Restoration Act), 64 Stat. 430 as amended; 16 U.S.C. 777-777m, was passed on August 9, 1950. It was modeled after the Pittman-Robertson Wildlife Restoration Act to create a parallel p... ",R,,
8/31/2018,['R2 Wildlife Restoration Grant Program for State Fish and Game Agencies'],http://www.dcbids.net/bid_opportunities/2017/11/03/8173657-R2_Wildlife_Restoration_Grant_Program_for_State_Fish_and_Game_Agencies.html,[' U.S. Fish and Wildlife Service'],"['United States, DC']"," The Federal Aid in Wildlife Restoration Act of 1937, 50 Stat. 917 as amended; 16 U.S.C. 669-669b, 669-669k, now known as the Pittman-Robertson Wildlife Restoration Act, was approved by Congress on September 2, 1937, and began functioning July 1, 1938... ",R,,
8/31/2018,['Firearm and Bow Hunter Safety and Education Program (Section 10) - Northeast Region (R5)'],http://www.dcbids.net/bid_opportunities/2017/11/17/8209854-Firearm_and_Bow_Hunter_Safety_and_Education_Program__Section_10____Northeast_Region__R5_.html,[' U.S. Fish and Wildlife Service'],"['United States, DC']"," The purpose of this Act was to provide funding for the selection, restoration, rehabilitation, and improvement of wildlife habitat, wildlife management research, and the distribution of information produced by the projects. The Act was amended on Oct... ",R,,
8/31/2018,['Firearm and Bow Hunter Safety and Education Program (Section 10 Hunter Education Grant Program)'],http://www.dcbids.net/bid_opportunities/2018/01/16/8352806-Firearm_and_Bow_Hunter_Safety_and_Education_Program__Section_10_Hunter_Education_Grant_Program_.html,[' U.S. Fish and Wildlife Service'],"['United States, DC']"," The Federal Aid in Wildlife Restoration Act of 1937,50 Stat. 917 as amended; 16 U.S.C. 669-669b, 669-669k,now known as the Pittman-Robertson Wildlife Restoration Act,was approved by Congress on September 2, 1937, and began functioning July 1, 1938. T... ",R,,
8/31/2018,['R3 State Wildlife Grant Program (TO STATE F&G AGENCIES ONLY)'],http://www.dcbids.net/bid_opportunities/2017/11/23/8227531-R3_State_Wildlife_Grant_Program__TO_STATE_F_G_AGENCIES_ONLY_.html,[' U.S. Fish and Wildlife Service'],"['United States, DC']"," The State Wildlife Grant Program provides States, the District of Columbia, Commonwealths, and territories (States) Federal grant funds for the development and implementation of programs for the benefit of wildlife and their habitats, including speci... ",R,,
9/30/2018,['Agriculture and Food Research Initiative - Foundational Program'],http://www.dcbids.net/bid_opportunities/2017/04/19/7719980-Agriculture_and_Food_Research_Initiative___Foundational_Program.html,"['National Institute of Food and Agriculture, USDA']","['United States, DC']", The AFRI Foundational Program is offered to support grants in the six AFRI priority areas to continue building a foundation of knowledge critical for solving current and future societal challenges. The six priority areas are: Plant Health and Product... ,R,,
9/30/2018,['Fox River Natural Resource Damage Assessment'],http://www.dcbids.net/bid_opportunities/2017/11/17/8209851-Fox_River_Natural_Resource_Damage_Assessment.html,[' U.S. Fish and Wildlife Service'],"['United States, DC']"," The Fox River Green Bay Natural Resource Trustees restore natural resources injured by the release of polychlorinated biphenyls (PCBs) into the Lower Fox River and Green Bay, WI. The Trustees allocate funding, provided by settlement dollars from resp... ",R,,
12/31/2018,['2018 Professional and Personal Services Roster'],http://www.washingtonbids.com/bid_opportunities/2018/01/10/8340152-2018_Professional_and_Personal_Services_Roster.html,"['Sunnyside, Port of']","['United States, WA']", Provide architectural and engineering services in the following areas: Civil; mechanical; electrical; structural engineering; architecture; landscape architecture; land surveying; and construction management. Provide personal consultant services that... ,R,,
12/31/2018,['2018 Architectural and Engineering Services Roster'],http://www.washingtonbids.com/bid_opportunities/2018/01/10/8340150-2018_Architectural_and_Engineering_Services_Roster.html,"['Walla Walla, Port of']","['United States, WA']"," The roster includes the following categories and/or types of professional services: Civil, structural, mechanical, and electrical; planning (port and airport); geotechnical; SEPA, permitting, regulatory compliance; hydraulic and marine; environmental... ",R,,
12/31/2018,['Professional Services Consultant Roster'],http://www.washingtonbids.com/bid_opportunities/2018/01/16/8353177-Professional_Services_Consultant_Roster.html,"['Clarkston, Port of']","['United States, WA']", Professional services consultant roster for the 2018-2019 calendar years. The Port is preparing for projected needs for professional services over the next two years. Needs are anticipated for 1) water and wastewater systems; 2) storm water systems; ... ,R,,
4/1/2019,['FY18 Missile Fire Control R&D and Support'],http://www.massbids.net/bid_opportunities/2017/03/14/7635473-FY18_Missile_Fire_Control_R_D_and_Support.html,"['Department of the Navy,  Strategic Systems Programs']","['United States, MA']"," Provide the following efforts in support of the TRIDENT II Fleet Ballistic Missile (FBM) Strategic Weapon System and Advance Weapon Control System: Specialized Tactical Engineering Services, Logistics Services and Fire Control SSP Alteration (SPALT) ... ",R,,
8/30/2019,['R8 (CA/NV) Sport Fish Restoration Grant Program for State Fish and Game Agencies'],http://www.dcbids.net/bid_opportunities/2017/12/01/8248167-R8__CA_NV__Sport_Fish_Restoration_Grant_Program_for_State_Fish_and_Game_Agencies.html,[' U.S. Fish and Wildlife Service'],"['United States, DC']"," he Sport Fish Restoration program provides Federal grant funding to the 50 States, Commonwealths, and territories (State(s)) for land acquisition, boating access development, research projects, operations and maintenance of public fishing areas, hatc... ",R,,
8/30/2019,['R8 (CA/NV) Wildlife Restoration Grant Program for State Fish and Game Agencies'],http://www.dcbids.net/bid_opportunities/2017/12/01/8248166-R8__CA_NV__Wildlife_Restoration_Grant_Program_for_State_Fish_and_Game_Agencies.html,[' U.S. Fish and Wildlife Service'],"['United States, DC']"," The Wildlife Restoration program provides Federal grant funding to the 50 States, Commonwealths, and territories (State(s)) for the selection, restoration, rehabilitation, and improvement of wildlife habitat; wildlife management research; wildlife po... ",R,,
8/30/2019,['R8 (CA/NV) State Wildlife Grant Program for State Fish and Game Agencies'],http://www.dcbids.net/bid_opportunities/2017/12/01/8248195-R8__CA_NV__State_Wildlife_Grant_Program_for_State_Fish_and_Game_Agencies.html,[' U.S. Fish and Wildlife Service'],"['United States, DC']", R8 (CA/NV) State Wildlife Grant Program for State Fish and Game Agencies. ,R,,
2/5/2018,['Update Engineering Standards Manual Manual'],http://www.arizonabids.net/bid_opportunities/2018/01/18/8357889-Update_Engineering_Standards_Manual_Manual.html,"['Peoria, City of - Materials Management']","['United States, AZ']"," seeking a consultant to complete a major update to its existing Infrastructure Design Guidelines (IDG). Work includes but not limited to Development and Permitting; Platting, Dedications and Abandonments; Traffic and Transportation; Grading and Storm... ",,X,
2/5/2018,['Training and Technical Assistance Cultural Competency Academy'],http://www.californiabids.com/bid_opportunities/2018/01/03/8324975-Training_and_Technical_Assistance_Cultural_Competency_Academy.html,"['San Diego County General Services, Purchasing and Contracting']","['United States, CA']"," Design, implement and evaluate a cultural competence academy (cca) for san diego county behavioral health services. This training initiative is a large- scale initiative to further the objectives identified by the cultural competency resource team (c... ",,X,
2/5/2018,['RFP for ISP Services'],http://www.californiabids.com/bid_opportunities/2018/01/11/8344015-RFP_for_ISP_Services.html,['Pacifica School District'],"['United States, CA']", Provide world wide web at 50Mbps (or higher).  ,,X,
2/5/2018,['Hartford Public Schools Priority School District Extended School Hours Grant'],http://www.connecticutbids.com/bid_opportunities/2018/01/11/8343092-Hartford_Public_Schools_Priority_School_District_Extended_School_Hours_Grant.html,"['Hartford, City of']","['United States, CT']"," Requesting proposals that implement a balanced approach to after-school programming; combining academic support, social, cultural, and recreational enrichment. Public Schools envisions a system of after-school programs that are coordinated and aligne... ",,X,
